text	genre	eval_entity_type	name	province	source	url	date	score
Elegimos bien con este hotel dicho - todo lo demás era verdad. Gran ubicación, cerca de la Alhambra y a un minuto 10-15 muy agradable paseo a lo largo del río de la plaza principal de Granada. Un poco difícil llegar en coche, pero las direcciones en la página web del hotel hacen un buen trabajo a la hora de describir las vueltas y revueltas para llegar allí. Había reservado plazas de aparcamiento justo fuera de la puerta principal, que era un alivio después de negociar la estrecha calle para llegar allí. Cuando entramos por la puerta para entrar en el hotel, el sonido de la fuente en el patio interior nos dio la bienvenida. El conserje era muy amable y servicial, y nuestra habitación era maravillosa. Sin duda una muy buena relación calidad-precio.	review	urban	Hotel Casa Morisca	GR	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187441-d268081-Reviews-Hotel_Casa_Morisca-Granada_Province_of_Granada_Andalucia.html	2013-4-2	5
La habitación de tamaño correcto pero muy limpia y agradable, la ubicación es excelente . La atencion fue de diez puntos, todos los empleados muy correctos y agradables, muy dispuestos. Nos dieron todo tipos de mapas y recomendaciones para comer visitar comprar recuerdos, etc. Algo para valorar es que en la habitación tenía una tetera, cuando uno llega de dar tantas vueltas es muy cómodo tomarse un tecito. Todo Genial!!!	review	urban	Hotel Becquer	SE	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187443-d236091-Reviews-Hotel_Becquer-Seville_Province_of_Seville_Andalucia.html	2019-2-2	5
No es la primera vez que me hospedaba en el hotel, ya había estado varias veces cuando era NH Alanda. En general es un hotel muy agradable, con muy buen servicio, pero estaba vez nos dimos cuenta que ya no es NH y que pertenece a un grupo musulmán por lo que no sirven gota de alcohol, ni cerveza ni nada, ni tampoco cerdo. La verdad es que no suelo beber normalmente, pero en vacaciones me gusta tomarme un tinto de verano con la comida, y no me parece bien que no lo adviertan. Lo justifican como que es un hotel de salud y bienestar, pero luego esta todo el mundo fumando en todos sitios.	review	urban	Alanda Marbella Hotel	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187439-d275962-Reviews-Alanda_Marbella_Hotel-Marbella_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2015-8-2	3
Teníamos un menu del dia en este hotel-restaurante. El camarero era una persona muy amable y nos explicó todos los platos cuando pedimos eso. Es todo casero y sabroso. Mi marido tenía la sopa de pollo con jamón y huevo y yo tuvimos una deliciosa sopa de pescado. Como postre teníamos un flan, uno de los mejores de nuestro viaje de 4 semanas.	review	urban	Castilla Hotel	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g315910-d1015377-Reviews-Castilla_Hotel-Antequera_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2015-10-2	4
Este hotel fue reservado para mí como parte de una estancia de sorpresa en Málaga. Yo soy muy exigente en lo que se refiere a hoteles y me sorprendió gratamente. El hotel está limpio, es moderno y el personal es muy atento. Las camas son cómodas y la ducha genial. El restaurante del hotel, ya que es perfecto para tapas de medianoche - no es nada del otro mundo, pero sin duda cumple con su trabajo. La piscina es pequeña pero es genial para un chapuzón, no son suficientes tumbonas, así que llegar temprano si quieres sol. La camarera era lo suficientemente amable para traernos sangría desde el restaurante de la planta baja. Había una sauna y masajista disponible, por desgracia no tuvimos tiempo para aquellos. El desayuno era bueno - una buena selección. Sin duda volveremos.	review	urban	Hotel Casa Consistorial	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g315915-d6214846-Reviews-Hotel_Casa_Consistorial-Fuengirola_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2014-8-2	4
El hotel es muy bonito en general, las habitaciones son grandes y con buena presencia. Lo peor la comida, el desayuno genial muchísima variedad pero la comida y la cena raro es que des con algo que te guste, muy poca variedad y no está muy buena.No respetan el horario en las comidas, si la cena termina a las 10 a las 10 menos cuarto empiezan a recoger y media hora antes dejan de reponer. Zonas comunes no hay aire acondicionado y en los pasillos hace muchísima calor y son muy estrechos.	review	beach	Alua Golf Trinidad	AL	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g644309-d265443-Reviews-Alua_Golf_Trinidad-Roquetas_de_Mar_Province_of_Almeria_Andalucia.html	2018-6-2	2
Fui con mi pareja para desconectar del trabajo, lamentablemente solo pudimos estar un día. Recomendado 100%. Bernadette encantadora, el lugar enamora, en mitad de la sierra, se respira aire puro. Puedes cenar allí pero debes avisar con 24h de antelación, nosotros no avisamos pero Bernadette nos recomendó otro bar en una aldea cercana que estaba la comida deliciosa. Merece la pena irse allí a desconectar de todo.	review	nature	Cortijo La Haza	CO	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g1210275-d556852-Reviews-Cortijo_La_Haza-Iznajar_Province_of_Cordoba_Andalucia.html	2017-8-2	5
Buena relacion calidad - precio ,habitacion limpia,sin ruidos molestos ,quizas un poco pequeña,bueno no diría pequeña ,sino mal distribuida pero suficiente.La cituacion es inmejorable,todo cerca ,incluso la parada del autobus a Medina.Con el tema del aparcamiento del hotel un poco caro,nosotros aparcamos en un parkin en la avenida Victoria,calle paralela muy cerca y más barato,eso si,si teneis suerte podeis aparcar en dicha avenida gratuitamente.Teniendo en cuenta todo,yo la próxima vez que valla a Cordoba me hospedare en este hotel sin duda.	review	urban	Hotel Selu	CO	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187430-d265869-Reviews-Hotel_Selu-Cordoba_Province_of_Cordoba_Andalucia.html	2018-11-2	4
Era muy caro para la noche que nos alojamos. El personal de la recepción no era nada amable. La habitación estaba limpia. Podría haber sido mucho mejor estancia. Es una pena, ya que tenía expectativas de venir aquí. Me gustaría antes de hace más de 35 años. Hotel muy anticuado. La película es buena aunque los recuerdos. El personal necesita ser capacitado en servicio al cliente.	review	beach	Hotel El Dorado	AL	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g1064209-d1045129-Reviews-Hotel_El_Dorado-Carboneras_Province_of_Almeria_Andalucia.html	2017-8-2	2
Hicimos una visita a granada y elejimos este hotel. La experiencia fue muy buena, el hotel esta muy bien situado para poder visitar toda la zona antigua,y con aparcacoches, que resulta muy comodo, aunque el parkin sea de pago 16 euros diarios merece la pena. El hotel esta muy bien, las camas y las almohadas muy comodas,el baño aunque pequeño, suficiente ,la limpiaza buena, y el desayuno buenisimo. Destacar la atencion del personal , todos superatentos. Repetiria y recomendaria esta hotel sin ninguna duda.	review	urban	Hotel Dauro Granada	GR	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187441-d234531-Reviews-Hotel_Dauro_Granada-Granada_Province_of_Granada_Andalucia.html	2015-11-2	4
Apto para el descanso por estar fuera de las aglomeraciones de gente, pero a la vez a escasos 10 minutos andando del parque Maria Luisa, con lo que evitas tener que coger el coche.Con paradas de autobus muy cerca del hotel, por si se quiere ir más lejos.Desayuno completo y trato agradable.En los alrededores hay bares para comer y cenar.	review	urban	AC Hotel Ciudad de Sevilla	SE	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187443-d228575-Reviews-AC_Hotel_Ciudad_de_Sevilla-Seville_Province_of_Seville_Andalucia.html	2017-12-2	4
El hotel está en un sitio fantástico y es muy bonito y cuidado, el personal atento y la comida muy buena. Por decir algo, le vendría bien una actualización y modernización, y parece ser que la nueva dirección está en ello. El campo de golf es fabuloso y merece la pena, si no eres muy golfero o principiante tiene unos pares 3 divertidísimos.	review	nature	ALHAURIN GOLF HOTEL	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g664991-d501145-Reviews-ALHAURIN_GOLF_HOTEL-Alhaurin_el_Grande_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2014-7-2	5
Elegimos este hotel para un fin de semana en familia (con mi madre y hermanos). La ubicación perfecta, justo en frente de la playa, con habitación vistas al mar y a la piscina. El personal correcto y amable. Las comidas ricas y variadas. Muchas opciones saludables: hay una plancha de la que salen constantemente pescados, carnes y verduras. La piscina bonita, limpia, sin problema para coger tumbona (nuestra visita fue del 9 al 11 de junio). La animación estupenda, participamos en diferentes juegos y pasamos unos ratos inolvidables. Como único punto que puedo comentar que considero que se puede mejorar es que el horario de la cena termina demasiado pronto para ser España (21:30h si no recuerdo mal).En resumen un hotel totalmente reformado, muy bien situado y con personal muy agradable.La relación calidad/precio inmejorable. Totalmente recomendable.	review	beach	Hotel Palia La Roca	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g562812-d500899-Reviews-Hotel_Palia_La_Roca-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2017-6-2	5
Nos alojamos en este hotel, en una ubicación fantástica pintoresco cerca de Granada (a menos que siga la ruta de los mapas de Google. . . ). Personal muy amable, gran cena y habitaciones cómodas. La piscina es bastante frío, pero agradable después de un paseo caliente en las montañas. Muy bonito el senderismo desde el hotel y útil información sobre la mejor ruta dada por el personal.	review	nature	La Almunia del Valle	GR	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g608982-d519449-Reviews-La_Almunia_del_Valle-Monachil_Sierra_Nevada_National_Park_Province_of_Granada_Andalucia.html	2017-4-2	5
Me ha gustado el hotel porque está a 10' del centro, por ejemplo de la catedral y demás y a 5' de las Setas. El personal de recepción muy amable. La única pega que le pongo es que no se puso el aire acondicionado con las altas temperatura que había en Sevilla en la semana que estuvimos en marzo, y encima estábamos en el último piso.	review	urban	Hotel Don Paco	SE	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187443-d238856-Reviews-Hotel_Don_Paco-Seville_Province_of_Seville_Andalucia.html	2019-3-2	3
Estuvimos a primeros de Septiembre varios días. Disfrutamos mucho de la amabilidad y simpatía de todo el personal del Parador. Estuvimos en una habitación con vistas a la playa de la parte no reformada pero en todo caso la habitación era amplia y muy limpia. El buffet de desayuno muy completo y variado. La carta de cenas, dadas las circunstancias, bien con platos de buena calidad (el arroz garruchero, los pescados de lonja). Puede cansar si estas una semana seguida. Las medidas de higiene muy bien. Todo el personal es de categoría!!	review	beach	Parador De Mojacar	AL	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g580270-d296741-Reviews-Parador_De_Mojacar-Mojacar_Province_of_Almeria_Andalucia.html	2020-10-2	4
Muy buena ubicación. Se encuentra a pocos minutos del centro de la ciudad , del casco histórico y y prácticamente a los pies de la estación del AVE. La atencion excelente, las habitaciones confortables. Las zonas comunes un poco impersonales , ideales para negocios. Me encanta este hotel voy con frecuencia me siento como en casa y todo gracias a los profesionales que trabajan y cuidan a sus clientes. Lo recomiendo sin duda.	review	urban	AC Hotel Cordoba	CO	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187430-d278912-Reviews-AC_Hotel_Cordoba-Cordoba_Province_of_Cordoba_Andalucia.html	2014-10-2	5
No sólo el aire acondicionado no funcionaba, que bombean aire caliente!!! Abrimos las ventanas a nuestra vista de un eje de aire; había motocicletas estacionados abajo. A medianoche, las motos revved sus motores. A las 2 de la mañana dos hombres tuvieron una discusión extendida abajo. A las 4 de la mañana un cocinero decidió bang sartenes juntos por un tiempo. NO dormir. La comida era principalmente el agua envasada y té había sido hervido en una cafetera. No aprobar este hotel.	review	urban	Hotel Mezquita	CO	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187430-d238625-Reviews-Hotel_Mezquita-Cordoba_Province_of_Cordoba_Andalucia.html	2016-5-2	2
Estuvimos una semana semana de mitad de trimestre de octubre. Todas las masas habían ido y fue un buen lugar para estar. Un lugar precioso, muy bien situado. Cerca de todo. personal agradable, un desayuno sencillo pero agradable. café era increíble. Si tienes una habitación en la parte delantera es un poco ruidosa por la noche y temprano por la mañana. No esperes het dormir mucho a no ser que tengas tapones para los oídos. Cambiamos de habitación después de un par de días a una habitación en la parte trasera 19. mucho mejor. La mejor habitación para WiFi gratuito en recepción, pero funciona en la primera planta. habitaciones muy limpias, cambiaban las toallas cada día. Una buena base.	review	urban	Hotel Cabello	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187440-d581693-Reviews-Hotel_Cabello-Torremolinos_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2013-11-2	4
Nos alojamos éste finde en el hotel ATH santa Bárbara y por fuera parecía muy muy sencillo pero por dentro la decoración y lo original que es el hotel nos encantó, las habitaciones están muy limpias, soleadas, la cama es estupenda, la habitación amplia, el baño tenía bañera grande y el desayuno aunq no es muy variado pero abundante y todo muy rico.El personal muy amable y el único pero que pondría es la rampa del parking, ya nos avisaron en recepción pero es cierto que es una rampa demasiado pronunciada.......el parking es gratuito.Muy cerquita de Sevilla y totalmente aconsejable.	review	rural	Hotel ELE Santa Barbara Sevilla	SE	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g776184-d1156632-Reviews-Hotel_ELE_Santa_Barbara_Sevilla-Castilleja_de_la_Cuesta_Province_of_Seville_Andalucia.html	2017-1-2	4
Buscábamos un hotel donde poder alojarnos con nuestro cachorro labrador para desconectar un par de días. Nos decantamos por este hotel que permite mascotas y la verdad es que acertamos. Esta muy céntrico, puedes ir andando a todos lados, hay muchas pastelerías y tiendas alrededor está muy bien situado. Además puedes dejar el coche en un parking donde ellos mismos te lo aparca y es muy muy económico, más que ir por libre a otro cualquiera. El hotel esta reformado, muy limpio y la habitación que nos toco era muy moderna. El personal atentisimo y muy amable, todos súper agradables. Os recomiendo si vais desde Málaga o esta Zona coger la salida a granada centro por la 128 encontrareis muy bien señalizado el hotel y lo que es mejor evitaréis las multas.	review	urban	Las Nieves Hotel	GR	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187441-d232736-Reviews-Las_Nieves_Hotel-Granada_Province_of_Granada_Andalucia.html	2013-3-2	5
El hotel está situado cerca de los monumentos más importantes. Delante tiene una parada de taxis y cerca de bus. Hay muchos sitioes para comer y tiendas de souvenirs. La habitación pequeña,pero con todo lo indispensable. Limpia y acogedora. Wifi gratis en las habitaciones.El desayuno, sin llegar a ser de los mejores, tiene todo lo indispensable. Lo mejor, el personal.Agradables y serviciales. En especial el recepcionista con gafas que nos recibió y nos recomendó un sitio para comer.	review	urban	Hotel Macia Plaza	GR	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187441-d227698-Reviews-Hotel_Macia_Plaza-Granada_Province_of_Granada_Andalucia.html	2017-11-2	5
La verdad es que todos los que opinan sobre este hotel tienen razón.Empezando por el personal super amable, la decoración rustica con buen gusto, las habitaciones son muy confortables. Esta todo super limpio y cuidado. El desayuno continental muy bien, porque te lo hacen en el momento. Las vistas son impresionantes y puedes disfrutar de la nieve a 10 min en coche. Merece la pena ir. Disfrutad de vuestros viajes.	review	urban	Hotel Los Cerezos	GR	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g608982-d817221-Reviews-Hotel_Los_Cerezos-Monachil_Sierra_Nevada_National_Park_Province_of_Granada_Andalucia.html	2012-2-2	5
Pasamos una velada fantástica, el lugar inmejorable. Todo el personal perteneciente al hotel encantadores, muy profesionales y educados. Especial mención a Marta (un verdadero encanto), a la camarera que estaba en la barra al lado del caricaturista (un genio) y a las 2 chicas encargadas de los arroces. Mencionar también a los encargados de recibirnos en la recepción. Muy buena música, buena comida. Escepcionales los cantantes de ópera. Una gran noche.Felicidades.	review	urban	Eurostars Torre Sevilla	SE	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g187443-d12368361-Reviews-Eurostars_Torre_Sevilla-Seville_Province_of_Seville_Andalucia.html	2019-3-2	5
No estoy seguro de que podría quedarse una semana, pero para un fin de semana estaba bien. Nuestra habitación era pequeña pero tenía unas vistas al mar que era agradable, pero el cuarto de baño ducha, especialmente no era genial. Pagamos 20 libras por noche, así que no puedo quejarme en ese precio! Probablemente me alojaría de nuevo. . .	review	beach	Hotel Betania	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g562812-d628895-Reviews-Hotel_Betania-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2016-11-2	3
Este mes nos alojamos en el EUROESTAR Mijas, pensando que era como el de Córdoba, EUROESTAR Palace, aunque este último tiene 5 estrellas, hotel decadente, habitaciones enormes, pero deterioradas, desayuno mal, embutido de muy mala calidad, así como muy poco producto y malo, y no lo digo por mi, soy celíaca y solo tomo una tostada con aceite. Es una pena que un lugar tan bonito, este tan mal.	review	nature	Eurostars Mijas Golf Spa	MA	Tripadvisor	https://www.tripadvisor.es//Hotel_Review-g580271-d3975698-Reviews-Eurostars_Mijas_Golf_Spa-Mijas_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-9-2	1
Hemos estado 5 noches, toda la familia, en dos habitaciones comunicadas. El personal es muy eficiente y amable. El hotel está limpio, cuidado y bien insonorizado. Desde mi punto de vista, es una magnífica opción para ir en familia.La zona de juegos parece muy buena, pero no la llegamos a usar, ya que por las mañanas íbamos a la playa y por las tardes visitábamos la zona.El único punto a mejorar es el bufet, que es poco variado, especialmente para niños.Resumiendo, hotel altamente recomendable, que seguro repetimos el verano que viene.	review	beach	Hipotels Barrosa Garden	CA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g658916-d2141775-Reviews-Hipotels_Barrosa_Garden-Novo_Sancti_Petri_Chiclana_de_la_Frontera_Costa_de_la_Luz_Anda.html	2017-8-2	4
estuve el 8/4/2017 nuestro aniversario boda el hotel muy bonito pero creo que tuvimos mala suerte, a la entrada la recepcionista nos trato fatal, tuvimos falta de agua caliente nos duchamos a las 11:30 agua templada mucho frió en la habitación, calefacción rota. el hotel es bonito pero solo eso la comida regular muy escasa no recuerdo ningún hotel con tan poca variedad y calidad de comida las suite son pisos 115 metro, limpieza buena, para mi opinion es caro, total pasamos un aniversario muy malo.	review	urban	Hotel Suites Albayzin del Mar	GR	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g608988-d195222-Reviews-Hotel_Suites_Albayzin_del_Mar-Almunecar_Province_of_Granada_Andalucia.html	2017-4-2	2
Hola estuve el verano pasado en agosto en el hotel zimbali , estuvimos 10 días en todo incluido y fueron las mejores vacaciones de mis hijos. Tengo 4 niños y de varias edades y fue ideal la animación ya que tienen animación para los más pequeños pero también para los mayores de 12 años y por supuesto también para los adultos. A mis hijos la verdad es que no se les veía el pelo tenía que buscarles porque estaban todo el día haciendo actividades y no querían salir del hotel. L comida estaba muy bien y para ser agosto no estaba masificado el restaurante . Por las noches hacían primero baile para los niños y después según el día una actuación diferente. La verdad que fueron unas vacaciones estupendas el año pasado fue la primera vez que fuimos ha esta cadena pero como nos ha gustado mucho este año también en agosto vamos a ir al Playa ballena que esta en Cádiz esperó que la experiencia sea igual de buena .	review	beach	Zimbali Playa Spa Hotel	AL	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g658275-d647671-Reviews-Zimbali_Playa_Spa_Hotel-Vera_Province_of_Almeria_Andalucia.html	2013-7-2	5
Por tercer año consecutivo hemos ido al diverhotel Roquetas de Mar. Este hotel nos encanta y lo recomendamos al 200%!! La animación genial, los niños se lo pasan en grande con los animadores que son súper atentos con ellos y muy cariñosos!! Para los adultos también hay muchas actividades ha realizar en el hotel con los animadores que se preocupan y animan a los huéspedes!! Un 10 para Álex!!!Los camareros son excepcionales, tanto los del buffet (especialmente Mario, como los de la barra del bar).Y las camareras de habitación muy atentas, sobretodo las de la tercera planta (durante nuestra estancia).Esperamos poder seguir repitiendo más años en este estupendo hotel!!Gracias diverhotel Roquetas de Mar!	review	urban	Diverhotel Nautilus Roquetas	AL	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g644309-d566596-Reviews-Diverhotel_Nautilus_Roquetas-Roquetas_de_Mar_Province_of_Almeria_Andalucia.html	2018-8-2	5
Nos alojamos en este pequeño hotel boutique por 4 noches, solo tiene 7 habitaciones, por lo que es muy tranquilo. Hay una gran zona de aparcamiento al otro lado de la calle, las habitaciones son únicas y están bellamente amuebladas. Hay una nevera grande completamente equipada que contiene una selección de bebidas alcohólicas, refrescos y agua, los precios son razonables y solo necesita enumerar lo que ha llevado. También hay un pequeño microondas, hervidor de agua y una selección de aperitivos. El baño era increíble, lleno de encanto morisco, artículos de tocador de buena calidad y una potente ducha de lluvia. El desayuno se sirve a partir de las 9:00 a. M. Y consta de fruta, embutidos y quesos, zumo de naranja, té / café, huevos y beicon, a un precio muy razonable. Hay algunos buenos restaurantes en la zona de Vi uela para cenar, uno a poca distancia, también hay un bar y un supermercado en la misma calle. Nos quedaríamos aquí de nuevo en un santiamén.	review	nature	Hotel Las Orquideas	MA	Tripadvisor	https://www.tripadvisor.es/Hotel_Review-g2559122-d6160772-Reviews-Hotel_Las_Orquideas-Los_Romanes_Vinuela_Province_of_Malaga_Andalucia.html	2020-8-2	5
